province;red;green;blue;x;x
910;10;56;32;prov910;
911;139;58;79;Uppsala;x
912;11;60;126;prov912;
913;139;62;173;prov913;
914;11;64;32;Norrköping;x
915;139;66;79;prov915;
916;11;68;126;Leyburn;x
917;139;70;173;Isatay;x
918;12;72;32;Babash Ata;x
919;140;74;79;Zújar;x
920;12;76;126;Laval;x
921;140;78;173;prov921;
922;12;80;32;Châteaux;x
923;140;82;79;Luzy;x
924;12;84;126;Soissons;x
925;141;86;173;Zafar;x
926;13;88;32;Sanguesa;x
927;141;90;79;Loches;x
928;13;92;126;Mende;x
929;141;94;173;Anchuras;x
930;13;96;32;Issoire;x
931;141;98;79;Grândola;x
932;14;100;126;Abenójar;x
933;142;102;173;Annonay;x
934;14;104;32;Sagiz;x
935;142;106;79;Serres;x
936;14;108;126;Morlaix;x
937;142;110;173;Trancoso;x
938;14;112;32;Sellaño;x
939;143;114;79;Lleida2;x
940;15;116;126;Bastonge;x
941;143;118;173;Calamocha;x
942;15;120;32;Glasgow;x
943;143;122;79;Stirling;x
944;15;124;126;Hällefors;x
945;143;126;173;Västerås;x
946;16;128;32;Darlington;x
947;144;130;79;Boston;x
948;16;132;126;Kendal;x
949;144;134;173;Piennes;x
950;16;136;32;Béziers;x
951;144;138;79;Saarbrücken;x
952;16;140;126;Auch;x
953;145;142;173;Le Vigeant;x
954;17;144;32;Cromer;x
955;145;146;79;Ashgabat;x
956;17;148;126;Mérida;x
957;145;150;173;Tarentais;x
958;17;152;32;Ipswich;x
959;145;154;79;Fayzabad;x
960;18;156;126;Bala Deh;x
961;146;158;173;Wrexham;x
962;18;32;32;Almaraz;x
963;146;34;79;Ayteke;x
964;18;36;126;Corwen;x
965;146;38;173;Eastbourne;x
966;18;40;32;Lampeter;x
967;147;42;79;Salisbury;x
968;19;44;126;Burford;x
969;147;46;173;Bideford;x
970;19;48;32;Tejen;x
971;147;50;79;Torridon;x
972;19;52;126;prov972;
973;147;54;173;prov973;
974;20;56;32;prov974;
975;148;58;79;Råholt;x
976;20;60;126;prov976;
977;148;62;173;prov977;
978;20;64;32;prov978;
979;148;66;79;prov979;
980;20;68;126;Åseda;x
981;149;70;173;Ljungby;x
982;21;72;32;Mons;x
983;149;74;79;Killarney;x
984;21;76;126;Boyle;x
985;149;78;173;Omagh;x
986;21;80;32;Kiel;x
987;149;82;79;Skinnskatteberg;x
988;22;84;126;Gävle;x
989;150;86;173;Söderhamn;x
990;22;88;32;Randers;x
991;150;90;79;Halun;x
992;22;92;126;Strömsund;x
993;150;94;173;Aalbourg;x
994;22;96;32;Falster;x
995;151;98;79;Kalundborg;x
996;23;100;126;Falkenberg;x
997;151;102;173;Markaryd;x
998;23;104;32;Drammen;x
999;151;106;79;Mysen;x
1000;23;108;126;Arvika;x
1001;151;110;173;Ånge;x
1002;24;112;32;Mörkret;x
1003;152;114;79;Överbyn;x
1004;24;116;126;Vårgårda;x
1005;152;118;173;prov1005;
1006;24;120;32;prov1006;
1007;152;122;79;prov1007;
1008;24;124;126;prov1008;
1009;153;126;173;prov1009;
1010;25;128;32;prov1010;
1011;153;130;79;prov1011;
1012;25;132;126;Satsuma;x
1013;233;94;0;Cheongju;x
1014;25;136;32;Bungo;x
1015;153;138;79;Okinawa;x
1016;26;140;126;Nghe An;x
1017;154;142;173;Suo;x
1018;26;144;32;Izumo;x
1019;154;146;79;Harima;x
1020;26;148;126;Kyoto;x
1021;154;150;173;Settsu;x
1022;26;152;32;Amaravati;x
1023;155;154;79;Echizen;x
1024;27;156;126;Echigo;x
1025;155;158;173;Dewa;x
1026;27;32;32;Mutsu;x
1027;155;34;79;Hitachi;x
1028;27;36;126;Musashi;x
1029;155;38;173;Kai;x
1030;28;40;32;Owari;x
1031;156;42;79;Kamikawa;x
1032;28;44;126;prov1032;
1033;156;46;173;Sakhalin;x
1034;28;48;32;prov1034;
1035;156;50;79;prov1035;
1036;28;52;126;prov1036;
1037;157;54;173;prov1037;
1038;29;56;32;prov1038;
1039;157;58;79;prov1039;
1040;29;254;126;prov1040;
1041;157;62;173;prov1041;
1042;29;64;32;Kamnuskoye;x
1043;157;66;79;Okhotsk;x
1044;30;68;126;prov1044;
1045;158;70;173;Yakutsk;x
1046;30;243;32;Butalsk;x
1047;158;174;79;Jugjur;x
1048;30;76;126;Udskoye;x
1049;158;78;173;Saghalian Oula;x
1050;30;80;32;Deren;x
1051;159;82;79;Uchurskoye;x
1052;31;84;126;Verkohzehkoye;x
1053;159;86;173;Albazinsky;x
1054;31;88;32;Ilimsk;x
1055;159;90;79;Verkne-Angarsky;x
1056;31;92;126;Barguzinsky;x
1057;159;94;173;Udinsky;x
1058;32;96;32;Nerchinsky;x
1059;160;98;79;Bratsk;x
1060;32;100;126;Irkutsk;x
1061;160;102;173;Yeniseysk;x
1062;32;104;32;Kachinsk;x
1063;160;106;79;Sayan;x
1064;32;108;126;Tomsk;x
1065;161;110;173;Kuznetsk;x
1066;33;112;32;Altai;x
1067;161;114;79;Narym;x
1068;33;116;126;Pegaya Orda;x
1069;161;118;173;Surgut;x
1070;33;120;32;Koda;x
1071;161;122;79;Tara;x
1072;34;124;126;prov1072;
1073;162;226;173;prov1073;
1074;34;228;32;Sibir;x
1075;162;130;79;Tyumen;x
1076;34;132;126;Kurgan;x
1077;162;134;173;Solikamsk;x
1078;34;136;32;Middle Urals;x
1079;163;138;79;Viatka;x
1080;35;140;126;North Urals;x
1081;163;142;173;Simbirsk;x
1082;35;144;32;Kazan;x
1083;163;146;79;Zavolochye;x
1084;35;148;126;prov1084;
1085;163;150;173;Qingyang;x
1086;36;152;32;prov1086;
1087;164;154;79;prov1087;
1088;36;156;126;Qu Nakuoqu;x
1089;164;158;173;Tumu;x
1090;36;232;32;prov1090;
1091;164;34;79;Shuozhou;x
1092;36;36;126;prov1092;
1093;165;38;173;Si Lung;x
1094;37;240;32;Woji Mountains;x
1095;165;42;79;Gunmi;x
1096;37;44;126;prov1096;
1097;165;46;173;prov1097;
1098;37;248;32;prov1098;
1099;165;50;79;Socotra;x
1100;38;52;126;prov1100;
1101;166;54;173;prov1101;
1102;38;247;32;prov1102;
1103;166;58;79;prov1103;
1104;38;60;126;Öland;x
1105;166;62;173;Visby;x
1106;38;164;32;Ul-Khan;x
1107;167;66;79;prov1107;
1108;39;68;126;prov1108;
1109;167;70;173;prov1109;
1110;39;72;32;Rio de Oro;x
1111;167;74;79;Arguin;x
1112;39;76;126;Trarza;x
1113;167;78;173;Cayor;x
1114;40;80;32;Gabu;x
1115;168;82;79;Brakna;x
1116;40;84;126;Wolof;x
1117;168;86;173;Futa Jallon;x
1118;40;88;32;Sierra Leone;x
1119;168;90;79;Grain Coast;x
1120;40;92;126;Bambuk;x
1121;169;94;173;Bure;x
1122;41;96;32;Konian;x
1123;169;98;79;Segu;x
1124;41;100;126;Wasuju;x
1125;169;102;173;Worodugu;x
1126;41;104;32;Ivory Coast;x
1127;169;106;79;Tuat;x
1128;42;108;126;Taodeni;x
1129;170;110;173;Azawadd;x
1130;42;112;32;Tadimekket;x
1131;170;114;79;Massina;x
1132;42;116;126;Timbuktu;x
1133;170;118;173;Gao;x
1134;42;120;32;Jenne;x
1135;171;122;79;Yatenga;x
1136;43;124;126;Gurma;x
1137;171;126;173;Wagadugi;x
1138;43;128;32;Kumasi;x
1139;171;130;79;Gold Coast;x
1140;43;132;126;Abomey;x
1141;171;134;173;Whydah;x
1142;44;136;32;Dendi;x
1143;172;138;79;Borgu;x
1144;44;140;126;Oyo;x
1145;172;142;173;Nupe;x
1146;44;144;32;Ife;x
1147;172;146;79;Benin;x
1148;44;148;126;Gobir;x
1149;173;150;173;Katsina;x
1150;45;152;32;Zamfara;x
1151;173;154;79;Bonny;x
1152;45;156;126;Idah;x
1153;173;158;173;Pindinga;x
1154;45;32;32;Zazzau;x
1155;173;34;79;Kano;x
1156;46;36;126;Damagaram;x
1157;174;38;173;Damasak;x
1158;46;40;32;Kanem;x
1159;174;42;79;Bagirmi;x
1160;46;44;126;Bornu;x
1161;174;246;173;Bauchi;x
1162;46;48;32;Wukari;x
1163;175;50;79;Calabar;x
1164;47;52;126;prov1164;
1165;175;54;173;prov1165;
1166;47;236;32;prov1166;
1167;175;58;79;prov1167;
1168;206;217;77;prov1168;
1169;175;62;173;prov1169;
1170;48;64;32;prov1170;
1171;176;66;79;prov1171;
1172;48;68;126;prov1172;
1173;176;70;173;prov1173;
1174;48;172;32;prov1174;
1175;176;74;79;prov1175;
1176;48;76;126;prov1176;
1177;177;78;173;prov1177;
1178;49;80;32;prov1178;
1179;177;82;79;prov1179;
1180;49;84;126;prov1180;
1181;177;86;173;prov1181;
1182;49;88;32;prov1182;
1183;177;90;79;prov1183;
1184;50;92;126;prov1184;
1185;178;94;173;prov1185;
1186;50;96;32;prov1186;
1187;178;98;79;prov1187;
1188;50;100;126;prov1188;
1189;178;202;173;prov1189;
1190;50;104;32;prov1190;
1191;179;106;79;prov1191;
1192;51;108;126;prov1192;
1193;179;110;173;prov1193;
1194;51;212;32;prov1194;
1195;179;114;79;prov1195;
1196;51;116;126;prov1196;
1197;179;118;173;prov1197;
1198;52;120;32;prov1198;
1199;180;122;79;prov1199;
1200;52;124;126;prov1200;
1201;180;126;173;prov1201;
1202;52;128;32;prov1202;
1203;180;130;79;prov1203;
1204;52;132;126;prov1204;
1205;181;134;173;prov1205;
1206;53;136;32;Mayertern;x
1207;181;138;79;Ogaden;x
1208;53;140;126;Haud;x
1209;181;142;173;Berbera;x
1210;53;144;32;Ifat;x
1211;181;146;79;Harer;x
1212;54;148;126;Zeila;x
1213;182;150;173;Shoa;x
1214;54;152;32;Awsa;x
1215;182;154;79;Tajura;x
1216;54;156;126;Dar Nuba;x
1217;182;158;173;Fazughli;x
1218;54;32;32;Kefa;x
1219;183;34;79;Kordofan;x
1220;55;36;126;Dar Ja'al;x
1221;183;38;173;Taqali;x
1222;55;40;32;Gezira;x
1223;183;42;79;Gojjam;x
1224;55;44;126;Gonder;x
1225;183;246;173;Butana;x
1226;56;48;32;Taka;x
1227;184;50;79;Tigre;x
1228;56;252;126;Dongola;x
1229;184;54;173;Berber;x
1230;56;56;32;Massawa;x
1231;184;58;79;Aswan;x
1232;56;60;126;Suakin;x
1233;185;62;173;Kharga;x
1234;57;164;32;Qasr Ibrim;x
1235;185;66;79;Guam;x
1236;57;68;126;prov1236;
1237;185;70;173;prov1237;
1238;57;172;32;prov1238;
1239;185;74;79;prov1239;
1240;58;76;126;prov1240;
1241;186;78;173;prov1241;
1242;58;180;32;prov1242;
1243;186;82;79;prov1243;
1244;58;84;126;prov1244;
1245;186;86;173;prov1245;
1246;58;188;32;prov1246;
1247;187;90;79;Corsica;x
1248;59;92;126;Maldives;x
1249;187;94;173;Yola;x
1250;1;200;200;V?nern;x
1251;2;200;250;V?ttern;x
1252;3;220;250;Gulf of Bothnia;x
1253;4;250;250;?lands Hav;x
1254;5;200;200;Gulf of Finland;x
1255;6;200;250;Western Baltic Sea;x
1256;7;220;250;Gulf of Riga;x
1257;8;250;250;Southern Baltic Sea;x
1258;9;200;200;?resund;x
1259;10;200;250;Kattegat;x
1260;11;220;250;Peipsi J?rv;x
1261;12;250;250;Ladoga;x
1262;13;200;200;Onega;x
1263;14;200;250;prov1263;
1264;15;220;250;prov1264;
1265;16;250;250;prov1265;
1266;17;200;200;Southern Norwegian Sea;x
1267;18;200;250;Skagerrack;x
1268;19;220;250;Helgoland Bight;x
1269;20;250;250;Coast of Holland;x
1270;21;200;200;Dogger Bank;x
1271;22;200;250;Straits of Dover;x
1272;23;220;250;The Channel;x
1273;224;123;123;prov1273;
1274;25;200;200;Coast of Britanny;x
1275;26;200;250;Quiberon Bay;x
1276;27;220;250;Cote D'Argent;x
1277;28;250;250;Bay of Biscay;x
1278;29;200;200;Cantabrian Sea;x
1279;30;200;250;Tyne;x
1280;31;220;250;Firth of Forth;x
1281;32;250;250;The North Sea;x
1282;33;200;200;Moray Firth;x
1283;34;200;250;North Channel;x
1284;35;220;250;Irish Sea;x
1285;36;250;250;St. George's Channel;x
1286;37;200;200;Donegal Bay;x
1287;38;200;250;Dingle Bay;x
1288;39;220;250;Celtic Sea;x
1289;40;250;250;Western Approaches;x
1290;41;200;200;Finisterre Bay;x
1291;42;200;250;Lusitanian Sea;x
1292;43;220;250;Gulf of Cadiz;x
1293;44;250;250;Straits of Gibraltar;x
1294;45;200;200;Gulf of Almeira;x
1295;46;200;250;Gulf of Valencia;x
1296;47;220;250;Gulf of Lion;x
1297;48;250;250;Cote D'Azur;x
1298;49;200;200;Ligurian Sea;x
1299;50;200;250;Shetland Straits;x
1300;51;220;250;Western Mediterranean;x
1301;52;250;250;Barbary Coast;x
1302;53;200;200;Cape Bon;x
1303;54;200;250;Tyrrenean Sea;x
1304;55;220;250;Bay of Naples;x
1305;56;250;250;Gulf of Gabes;x
1306;181;48;132;Sao Tome;x
1307;58;200;250;Straits of Messina;x
1308;59;220;250;Gulf of Venice;x
1309;60;250;250;Adriatic Sea;x
1310;61;200;200;Straits of Otranto;x
1311;62;200;250;Gulf of Taranto;x
1312;63;220;250;Ionian Sea;x
1313;64;250;250;Gulf of Sirte;x
1314;65;200;200;Gulf of Tobruk;x
1315;66;200;250;Bay of Alexandrian;x
1316;67;220;250;Palestinian Coast;x
1317;68;250;250;Gulf of Cyprus;x
1318;209;246;4;Spis;x
1319;70;200;250;Aegean Sea;x
1320;71;220;250;Sea of Marmara;x
1321;72;250;250;Gulf of Varna;x
1322;73;200;200;Gulf of Odessa;x
1323;74;200;250;Sea of Azov;x
1324;75;220;250;Eastern Black Sea;x
1325;76;250;250;Lake Balaton;x
1326;77;200;200;Caspian Sea;x
1327;78;200;250;Aral Sea;x
1328;79;220;250;Gulf of Suez;x
1329;80;250;250;Red Sea;x
1330;81;200;200;Straits of Obokk;x
1331;82;200;250;Bal el Mandeb;x
1332;83;220;250;Coast of Mascate;x
1333;84;250;250;Gulf of Masirah;x
1334;85;200;200;Straits of Hormuz;x
1335;86;200;250;Persian Gulf;x
1336;87;220;250;Gulf of Indus;x
1337;88;250;250;Gulf of Gujarat;x
1338;89;200;200;Laquedive Islands;x
1339;90;200;250;Coast of Malabar;x
1340;91;220;250;Comorin Cape;x
1341;92;250;250;Coast of Caramandel;x
1342;93;200;200;Coast of Orissa;x
1343;94;200;250;Ganges Delta;x
1344;95;220;250;Akyab Bay;x
1345;96;250;250;Irrawady Delta;x
1346;97;200;200;Andaman Sea;x
1347;98;200;250;Mergui Archipelago;x
1348;99;220;250;Straits of Malacca;x
1349;100;250;250;Nicobar Isles;x
1350;101;200;200;Coast of Atjeh;x
1351;102;200;250;prov1351;
1352;103;220;250;prov1352;
1353;104;250;250;prov1353;
1354;105;200;200;prov1354;
1355;106;200;250;prov1355;
1356;107;220;250;prov1356;
1357;108;250;250;prov1357;
1358;109;200;200;prov1358;
1359;110;200;250;Straits of Makassar;x
1360;111;220;250;prov1360;
1361;112;250;250;prov1361;
1362;113;200;200;Malayan Sea;x
1363;114;200;250;Coast of Sarawk;x
1364;115;220;250;Mekong Delta;x
1365;116;250;250;Gulf of Siam;x
1366;117;200;200;Cam Rah Bay;x
1367;118;200;250;South China Sea;x
1368;119;220;250;Coast of Brunei;x
1369;120;250;250;Coast of Annam;x
1370;121;200;200;Gulf of Tonkin;x
1371;122;200;250;Guanghou Bay;x
1372;123;220;250;Taiwan Strait;x
1373;124;250;250;Yang Tse Delta;x
1374;125;200;200;Western Yellow Sea;x
1375;126;200;250;Korea Bay;x
1376;127;220;250;South Korean Sea;x
1377;0;251;251;North Korean Sea;x
1378;1;201;201;Coast of Olga;x
1379;2;201;251;Tatar Straits;x
1380;3;221;251;Amur Delta;x
1381;4;251;251;Baj of Ayan;x
1382;5;201;201;prov1382;
1383;6;201;251;Coast of Kamchatska;x
1384;7;221;251;Oktothsk Sea;x
1385;8;251;251;Coast Sahkalin;x
1386;9;201;201;Soya Strait;x
1387;10;201;251;Tsugaru Strait;x
1388;11;221;251;Yamato Basin;x
1389;12;251;251;Amakusa Sea;x
1390;13;201;201;Setto Inland Sea;x
1391;14;201;251;Kii Channel;x
1392;15;221;251;Ryukyu Islands;x
1393;16;251;251;Luzon Strait;x
1394;17;201;201;Paracel Islands;x
1395;18;201;251;Manila Bay;x
1396;19;221;251;Coast of Luzon;x
1397;20;251;251;Gulf of Leyte;x
1398;21;201;201;Sulu Sea;x
1399;22;201;251;Sea of Celebes;x
1400;23;221;251;prov1400;
1401;24;251;251;prov1401;
1402;25;201;201;Philipine Sea;x
1403;26;201;251;Palau Islands;x
1404;27;221;251;prov1404;
1405;28;251;251;prov1405;
1406;29;201;201;prov1406;
1407;30;201;251;prov1407;
1408;31;221;251;prov1408;
1409;32;251;251;prov1409;
1410;33;201;201;prov1410;
1411;34;201;251;prov1411;
1412;35;221;251;prov1412;
1413;36;251;251;prov1413;
1414;37;201;201;prov1414;
1415;38;201;251;prov1415;
1416;39;221;251;prov1416;
1417;40;251;251;prov1417;
1418;41;201;201;prov1418;
1419;42;201;251;prov1419;
1420;43;221;251;prov1420;
1421;44;251;251;prov1421;
1422;45;201;201;prov1422;
1423;46;201;251;prov1423;
1424;47;221;251;prov1424;
1425;48;251;251;prov1425;
1426;49;201;201;prov1426;
1427;50;201;251;prov1427;
1428;51;221;251;prov1428;
1429;52;251;251;prov1429;
1430;53;201;201;prov1430;
1431;54;201;251;prov1431;
1432;55;221;251;prov1432;
1433;56;251;251;prov1433;
1434;57;201;201;prov1434;
1435;58;201;251;Micronesia Sea;x
1436;59;221;251;Yap Islands;x
1437;60;251;251;Mariana Islands;x
1438;61;201;201;Tinian Sea;x
1439;62;201;251;Iwo Jima Sea;x
1440;63;221;251;Sanriku Coast;x
1441;64;251;251;prov1441;
1442;65;201;201;prov1442;
1443;66;201;251;prov1443;
1444;67;221;251;prov1444;
1445;68;251;251;prov1445;
1446;69;201;201;Horn of Africa;x
1447;70;201;251;Coast of Pepper;x
1448;71;221;251;prov1448;
1449;72;251;251;prov1449;
1450;73;201;201;prov1450;
1451;74;201;251;Western Arabian Sea;x
1452;75;221;251;Eastern Arabian Sea;x
1453;76;251;251;The Seychelles;x
1454;77;201;201;prov1454;
1455;78;201;251;prov1455;
1456;79;221;251;prov1456;
1457;80;251;251;prov1457;
1458;81;201;201;prov1458;
1459;82;201;251;prov1459;
1460;83;221;251;prov1460;
1461;84;251;251;prov1461;
1462;85;201;201;prov1462;
1463;86;201;251;prov1463;
1464;87;221;251;prov1464;
1465;88;251;251;Gulf of Nigeria;x
1466;89;201;201;Ivory Coast;x
1467;90;201;251;Gold Coast;x
1468;91;221;251;Coast of Gamvia;x
1469;92;251;251;Coast of Guinea;x
1470;93;201;201;Maueretanian Coast;x
1471;94;201;251;Canarian Sea;x
1472;95;221;251;Coast of Morocco;x
1473;96;251;251;Jan Mayen Sea;x
1474;97;201;201;prov1474;
1475;98;201;251;prov1475;
1476;99;221;251;Eastern Coast of Iceland;x
1477;100;251;251;prov1477;
1478;101;201;201;Northeastern Atlantic;x
1479;102;201;251;Rockall;x
1480;103;221;251;prov1480;
1481;104;251;251;prov1481;
1482;105;201;201;prov1482;
1483;106;201;251;prov1483;
1484;107;221;251;prov1484;
1485;108;251;251;prov1485;
1486;109;201;201;Ndjima;x
1487;110;201;251;prov1487;
1488;111;221;251;prov1488;
1489;112;251;251;prov1489;
1490;113;201;201;prov1490;
1491;114;201;251;prov1491;
1492;115;221;251;prov1492;
1493;116;251;251;prov1493;
1494;117;201;201;prov1494;
1495;118;201;251;prov1495;
1496;119;221;251;prov1496;
1497;120;251;251;prov1497;
1498;121;201;201;prov1498;
1499;122;201;251;prov1499;
1500;123;221;251;Lékolo;x
1501;124;251;251;prov1501;
1502;125;201;201;prov1502;
1503;126;201;251;prov1503;
1504;127;221;251;prov1504;
1505;0;252;252;prov1505;
1506;1;202;202;prov1506;
1507;2;202;252;prov1507;
1508;3;222;252;prov1508;
1509;4;252;252;prov1509;
1510;5;202;202;prov1510;
1511;6;202;252;prov1511;
1512;7;222;252;prov1512;
1513;8;252;252;prov1513;
1514;9;202;202;prov1514;
1515;10;202;252;prov1515;
1516;11;222;252;Kounda;x
1517;12;252;252;prov1517;
1518;13;202;202;prov1518;
1519;14;202;252;prov1519;
1520;15;222;252;prov1520;
1521;16;252;252;prov1521;
1522;17;202;202;prov1522;
1523;18;202;252;prov1523;
1524;19;222;252;prov1524;
1525;20;252;252;prov1525;
1526;21;202;202;prov1526;
1527;22;202;252;prov1527;
1528;23;222;252;prov1528;
1529;24;252;252;prov1529;
1530;25;202;202;prov1530;
1531;26;202;252;Jega;x
1532;27;222;252;prov1532;
1533;28;252;252;prov1533;
1534;29;202;202;prov1534;
1535;30;202;252;prov1535;
1536;31;222;252;prov1536;
1537;32;252;252;prov1537;
1538;33;202;202;prov1538;
1539;34;202;252;prov1539;
1540;35;222;252;prov1540;
1541;36;252;252;prov1541;
1542;37;202;202;prov1542;
1543;38;202;252;prov1543;
1544;39;222;252;Bengou;x
1545;40;252;252;prov1545;
1546;41;202;202;prov1546;
1547;42;202;252;prov1547;
1548;43;222;252;prov1548;
1549;44;252;252;prov1549;
1550;45;202;202;prov1550;
1551;46;202;252;Baya;x
1552;47;222;252;prov1552;
1553;48;252;252;prov1553;
1554;49;202;202;prov1554;
1555;50;202;252;prov1555;
1556;51;222;252;prov1556;
1557;52;252;252;prov1557;
1558;53;202;202;prov1558;
1559;54;202;252;prov1559;
1560;55;222;252;prov1560;
1561;56;252;252;prov1561;
1562;57;202;202;prov1562;
1563;58;202;252;Hatton Bank;x
1564;59;222;252;prov1564;
1565;60;252;252;prov1565;
1566;61;202;202;Iberian Shelf;x
1567;62;202;252;prov1567;
1568;63;222;252;prov1568;
1569;64;252;252;prov1569;
1570;65;202;202;prov1570;
1571;66;202;252;prov1571;
1572;67;222;252;prov1572;
1573;68;252;252;prov1573;
1574;69;202;202;prov1574;
1575;70;202;252;prov1575;
1576;71;222;252;prov1576;
1577;72;252;252;prov1577;
1578;73;202;202;prov1578;
1579;74;202;252;prov1579;
1580;75;222;252;prov1580;
1581;76;252;252;prov1581;
1582;77;202;202;prov1582;
1583;78;202;252;prov1583;
1584;79;222;252;prov1584;
1585;80;252;252;prov1585;
1586;81;202;202;prov1586;
1587;82;202;252;prov1587;
1588;83;222;252;prov1588;
1589;84;252;252;prov1589;
1590;85;202;202;prov1590;
1591;86;202;252;prov1591;
1592;87;222;252;prov1592;
1593;88;252;252;prov1593;
1594;89;202;202;prov1594;
1595;90;202;252;prov1595;
1596;91;222;252;prov1596;
1597;92;252;252;prov1597;
1598;93;202;202;prov1598;
1599;94;202;252;prov1599;
1600;95;222;252;prov1600;
1601;96;252;252;prov1601;
1602;97;202;202;prov1602;
1603;98;202;252;prov1603;
1604;99;222;252;prov1604;
1605;100;252;252;prov1605;
1606;101;202;202;prov1606;
1607;102;202;252;prov1607;
1608;103;222;252;prov1608;
1609;104;252;252;prov1609;
1610;105;202;202;prov1610;
1611;106;202;252;Gulf of Bengal;x
1612;107;222;252;Northen Bay of Bengal;x
1613;108;252;252;Southern Bay of Bengal;x
1614;109;202;202;Ceylon Sea;x
1615;110;202;252;Coast of Maldives;x
1616;111;222;252;Indian Ocean #1;x
1617;112;252;252;prov1617;
1618;113;202;202;prov1618;
1619;114;202;252;Indian Ocean #4;x
1620;115;222;252;prov1620;
1621;116;252;252;prov1621;
1622;117;202;202;Indian Ocean #7;x
1623;118;202;252;prov1623;
1624;119;222;252;prov1624;
1625;120;252;252;prov1625;
1626;121;202;202;prov1626;
1627;122;202;252;prov1627;
1628;123;222;252;prov1628;
1629;124;252;252;prov1629;
1630;125;202;202;prov1630;
1631;126;202;252;prov1631;
1632;127;222;252;prov1632;
1633;0;253;253;prov1633;
1634;1;203;203;prov1634;
1635;2;203;253;prov1635;
1636;3;223;253;prov1636;
1637;4;253;253;prov1637;
1638;5;203;203;prov1638;
1639;6;203;253;prov1639;
1640;7;223;253;prov1640;
1641;8;253;253;prov1641;
1642;9;203;203;prov1642;
1643;10;203;253;prov1643;
1644;11;223;253;prov1644;
1645;12;253;253;prov1645;
1646;13;203;203;prov1646;
1647;14;203;253;prov1647;
1648;15;223;253;Lake Tchad;x
1649;16;253;253;prov1649;
1650;17;203;203;prov1650;
1651;18;203;253;prov1651;
1652;19;223;253;prov1652;
1653;20;253;253;Lake Balchasj;x
1654;21;203;203;Lake Bajkal;x
1655;22;203;253;Poyang Lake;x
1656;23;223;253;prov1656;
1657;24;253;253;prov1657;
1658;25;203;203;prov1658;
1659;26;203;253;prov1659;
1660;27;223;253;prov1660;
1661;28;253;253;prov1661;
1662;29;203;203;prov1662;
1663;30;203;253;prov1663;
1664;31;223;253;prov1664;
1665;32;253;253;prov1665;
1666;33;203;203;prov1666;
1667;34;203;253;prov1667;
1668;35;223;253;prov1668;
1669;36;253;253;prov1669;
1670;37;203;203;prov1670;
1671;38;203;253;prov1671;
1672;39;223;253;prov1672;
1673;40;253;253;Western Pacific #8;x
1674;41;203;203;prov1674;
1675;42;203;253;prov1675;
1676;43;223;253;prov1676;
1677;44;253;253;prov1677;
1678;45;203;203;prov1678;
1679;46;203;253;prov1679;
1680;47;223;253;prov1680;
1681;48;253;253;prov1681;
1682;49;203;203;prov1682;
1683;50;203;253;prov1683;
1684;51;223;253;prov1684;
1685;52;253;253;prov1685;
1686;53;203;203;prov1686;
1687;54;203;253;prov1687;
1688;55;223;253;prov1688;
1689;56;253;253;prov1689;
1690;57;203;203;prov1690;
1691;58;203;253;prov1691;
1692;59;223;253;prov1692;
1693;60;253;253;prov1693;
1694;61;203;203;prov1694;
1695;62;203;253;prov1695;
1696;63;223;253;prov1696;
1697;64;253;253;prov1697;
1698;65;203;203;prov1698;
1699;66;203;253;prov1699;
1700;67;223;253;prov1700;
1701;68;253;253;prov1701;
1702;69;203;203;prov1702;
1703;70;203;253;prov1703;
1704;71;223;253;prov1704;
1705;72;253;253;prov1705;
1706;73;203;203;prov1706;
1707;74;203;253;prov1707;
1708;75;223;253;prov1708;
1709;76;253;253;prov1709;
1710;77;203;203;prov1710;
1711;78;203;253;prov1711;
1712;79;223;253;prov1712;
1713;80;253;253;prov1713;
1714;81;203;203;prov1714;
1715;82;203;253;prov1715;
1716;83;223;253;prov1716;
1717;85;203;203;prov1717;
1718;86;203;253;prov1718;
1719;87;223;253;prov1719;
1720;88;253;253;prov1720;
1721;89;203;203;prov1721;
1722;90;203;253;prov1722;
1723;91;223;253;prov1723;
1724;92;253;253;prov1724;
1725;93;203;203;prov1725;
1726;94;203;253;prov1726;
1727;95;223;253;prov1727;
1728;96;253;253;prov1728;
1729;97;203;203;prov1729;
1730;98;203;253;prov1730;
1731;99;223;253;prov1731;
1732;100;253;253;prov1732;
1733;101;203;203;prov1733;
1734;102;203;253;prov1734;
1735;103;223;253;prov1735;
1736;104;203;203;prov1736;
1737;106;203;253;prov1737;
1738;107;223;253;prov1738;
1739;108;253;253;prov1739;
1740;109;203;203;prov1740;
1741;110;203;253;prov1741;
1742;66;68;126;Betpak-Dala;x
1743;194;70;173;Cambray;x
1744;66;72;32;Antwerpen;x
1745;195;74;79;Cantabria;x
1746;67;76;126;Burgos;x
1747;195;78;173;Caceres;x
1748;67;80;32;La Mancha;x
1749;195;82;79;Cadiz;x
1750;67;84;126;Alicante;x
1751;195;86;173;Ceuta;x
1752;68;88;32;Rzhev;x
1753;196;90;79;Kostroma;x
1754;68;92;126;Orel;x
1755;196;94;173;Ustyug;x
1756;68;96;32;Budjak;x
1757;196;98;79;Oberpfalz;x
1758;68;100;126;Hannover;x
1759;197;102;173;Potsdam;x
1760;69;104;32;Poldarsa;x
1761;197;106;79;Alzey;x
1762;69;108;126;Kassel;x
